id,FM18_CH3OH_4.1/day,FM18_CH3OH_4.1/day_R1,FM20_no-lim_5.2/day,FM20_no-lim_5.2/day_R1,FM21_no-lim_5.4/day,FM21_no-lim_5.4/day_R1,FM21_no-lim_5.4/day_R2,FM12_CH4-lim_3.0/day,FM12_CH4-lim_3.0/day_R1,FM14_CH4-lim_3.0/day,FM14_CH4-lim_3.0/day_R1,FM19_O2-lim_3.5.day,FM19_O2-lim_3.5.day_R1,FM19_O2-lim_3.5.day_R2,FM22_O2-lim_4.2/day,FM22_O2-lim_4.2/day_R1,FM22_O2-lim_4.2/day_R2,FM34_-Cu_2.7/day_t0,FM40_-Cu_2.9/day_t0m,FM40_+Cu_2.9/day_t10m,FM40_+Cu_2.9/day_t20m,FM40_+Cu_2.9/day_t40m,FM40_+Cu_2.9/day_t60m,FM40_+Cu_2.9/day_t90m,FM40_+Cu_2.9/day_t180m,FM34_+Cu_2.7/day_t180m,FM34_+Cu_2.7/day_t240m,FM34_+Cu_2.7/day_t300m,FM34_+Cu_2.7/day_t360m,FM34_+Cu_2.7/day_t420m,FM34_+Cu_2.7/day_t480m,FM69_O2-lim+_0.7/day_t2,FM69_?-lim_0.7/day_t3,FM69_?-lim_0.7/day_t3_R1,FM69_?-lim_0.7/day_t4,FM69_?-lim_0.7/day_t4_R2,FM80_O2-lim_0.7/day_t2,FM80_O2-lim_0.7/day_t4,FM81_O2-lim+_0.7/day_t1,FM81_O2-lim_0.7/day_t2
MBURv2_220024,0.020113523,-0.088798567,0.274461223,0.351002097,0.274220002,0.13999263,0.272932527,-0.959522028,-0.981269025,-0.576757065,-0.851129097,-0.224984082,-0.138667385,-0.160827714,-0.182681759,-0.193833306,-0.107936994,-0.821949637,-0.798229759,-0.681444826,-0.713702585,-0.729143356,-0.819349626,-0.313827103,-0.353778773,-0.627793739,-0.303611931,-0.235395035,-0.247377104,-0.213996706,-0.284836116,-1.654685183,-0.531318765,-0.791715415,-0.620403291,-0.796668749,-0.941877981,-1.151738368,-1.37335535,-1.424572884
MBURv2_220025,0.213658957,-0.108283282,0.675856387,0.206567639,0.306324021,0.634932346,0.306941854,-0.797176351,-0.824540847,-0.466902526,-0.758862352,0.360765673,-0.11006911,0.063699521,0.000160549,0.470210971,-0.033580534,-0.902841414,-0.829117003,-0.951512614,-0.953316576,-0.83724124,-0.97309463,-0.623419132,-0.562469521,-0.294607417,-0.118979407,-0.27436779,-0.203349996,-0.240039844,-0.450370723,-1.705594918,-0.325807511,-1.173533676,-0.435000154,-1.500590285,-0.612987998,-0.904797966,-1.006424892,-1.129582929
MBURv2_230001,0.344705287,1.095418855,0.172433391,0.560814737,0.231108849,0.085023164,0.219740505,0.013684805,-0.033844217,0.180509976,0.193316882,-0.308094242,0.077900927,-0.18154663,0.128275355,-0.056495115,0.093488181,0.603978347,0.476027873,0.372953465,0.402102444,0.436957948,0.355489749,0.416091944,0.364796109,0.567857205,0.667840161,0.594038053,0.415277538,0.562280817,0.752254621,0.202333736,0.52872725,1.439176766,0.27219835,1.061504234,-0.235976481,-0.330707722,-0.155563502,-0.521857363
MBURv2_230002,0.56429998,0.769743813,0.970341439,0.746809344,0.738454692,0.887604258,0.711096537,0.226932906,0.00137601,0.445132882,0.311578633,0.518731251,0.388568245,0.361602784,0.370865654,0.724124031,0.441808581,0.343344017,0.46276466,0.332163936,0.446887387,0.420046728,0.272918693,0.263783302,0.439204902,0.483739818,0.529314945,0.771145191,0.616411947,0.706911069,0.562077837,-0.001365266,1.124264744,1.063323131,1.09247861,0.965913239,0.501963255,0.402622312,0.318279994,0.262350563
MBURv2_230003,0.10803564,0.372330288,0.405690994,0.359688004,0.36648843,0.387159675,0.250643782,-0.313774596,-0.54961909,-0.034504679,-0.077530061,0.058399542,-0.153642703,-0.098741503,-0.163724064,0.202082436,0.016956604,0.036125949,-0.427013433,-0.091797594,-0.372500319,-0.042932476,-0.604718136,0.068069701,0.234556669,0.162950329,0.103352618,0.180512606,0.375482617,0.509910311,0.407865368,-0.39610114,0.230400042,0.446330063,0.463328428,0.410113226,-0.060690814,-0.169073934,-0.239218677,-0.415967093
MBURv2_230004,0.259213636,0.119624484,0.484025177,-0.006911819,0.086039752,0.613343315,0.0727473,-0.334947019,-0.313532113,-0.406567351,-0.433346832,0.24479943,-0.195907843,-0.068976005,-0.025861886,0.422414095,-0.12222451,-0.481742821,-0.498785637,-0.589840243,-0.592217267,-0.516884489,-0.559162919,-0.428910121,-0.462265289,-0.443561076,-0.187675685,-0.309541175,-0.288712218,-0.132104656,-0.02526417,-0.863055555,0.237682372,-0.424224765,0.228765324,-0.447175201,-0.286649168,-0.427805144,-0.530071768,-0.710371038
MBURv2_230005,0.607956117,0.589980092,0.983628702,0.897332794,0.763249316,0.93524589,0.794781422,0.225642371,0.102694738,0.470189978,0.444981456,0.639895239,0.55935807,0.457389513,0.471531548,0.693120994,0.568185422,0.623107618,0.411879327,0.529754019,0.391882901,0.598569859,0.333876595,0.677003222,0.827148664,0.564951434,0.672822728,0.814229156,0.874520543,0.909179971,0.913504224,0.185302361,1.135205039,0.865867733,1.120611102,0.95551579,0.578665064,0.321369658,0.320567805,0.209404784
MBURv2_230006,0.580451317,0.572454966,1.769452414,1.555068317,1.385197427,1.671068776,1.412312245,0.576762523,0.478181808,1.128712172,1.130583667,1.097470091,0.93513845,0.799019064,1.194186783,1.411978644,1.217588246,1.354176018,1.34211913,1.282154016,1.280829025,1.326270543,1.336436625,1.561966248,1.659441572,1.571791385,1.618227868,1.686335624,1.667406604,1.622707475,1.57224569,0.606499379,1.520386488,1.181042413,1.669340596,1.331182856,1.021605876,0.723892333,0.641423184,0.629625003
MBURv2_230007,0.371981281,-0.290745445,0.90121723,0.552249828,0.528698742,0.950008463,0.535789806,-0.177797434,-0.141750035,0.227559034,0.026088792,0.679433658,0.225554208,0.157683831,0.356937304,0.77449923,0.350050361,0.288484647,0.394310428,0.185414478,0.291714642,0.110571202,0.624276996,0.388273137,0.475478627,0.573355895,0.565189488,0.664878634,0.490275744,0.611433912,0.684147264,-0.084294891,0.895111831,0.896006576,0.965414736,0.806120444,0.234852983,0.106327679,-0.11578765,-0.183836302
MBURv2_230008,0.243993914,0.263980041,0.012608787,0.144871718,0.120163956,-0.032565781,0.152563793,-0.5303186,-0.459505032,-0.263284566,-0.394833974,-0.325164107,-0.181773955,-0.131319269,-0.17210942,-0.267995474,-0.119076552,-0.494523759,-0.081099562,-0.03999644,-0.301151987,-0.21241346,-0.018157987,0.013682589,0.110468005,-0.048789004,-0.045330288,0.166736811,-0.009246619,0.090525775,-0.17945175,-0.797944834,0.34907799,0.586754994,0.22441628,0.322869712,-0.437429917,-0.665212966,-0.927035514,-0.967188412
MBURv2_230009,-1.377319976,-1.29045009,-0.733529199,-1.475857076,-1.412723172,-0.741489373,-1.360834593,-2.296281323,-2.097987851,-1.882490768,-2.024380744,-0.439070447,-1.249798053,-1.561979946,-1.264419462,-0.627468772,-1.520533469,-1.776952137,-1.946174717,-1.466659588,-1.938318837,-1.409370596,-1.607578367,-1.181506585,-1.189290053,-1.251212641,-1.234217911,-1.444213844,-1.488762573,-1.233593797,-1.533979392,-2.566443955,-1.748328207,-2.060185726,-1.617039234,-2.004865085,-1.848991744,-1.78956217,-2.147380637,-2.173139809
MBURv2_230010,-0.588344283,-0.638641643,-1.355799894,-1.467786219,-1.494502885,-1.354080697,-1.40594176,-1.355099267,-1.397074913,-1.366534136,-1.511945066,-1.410993771,-1.48684343,-1.5219525,-1.563705425,-1.365721034,-1.455802592,-1.449421762,-1.358973749,-1.363674317,-1.326748511,-1.400962062,-1.756745766,-1.591663019,-1.660424342,-1.596539929,-1.858001415,-1.959394909,-1.705630498,-1.476082132,-1.822239957,-0.994041442,-0.67842903,-0.84617707,-0.507613982,-0.795846663,-1.043314775,-0.967672025,-1.084193618,-0.983623624
MBURv2_230011,0.216625571,0.543887816,-0.376869449,-0.60408085,-0.596238842,-0.432432006,-0.523493014,-0.561447665,-0.867048551,-0.476959802,-0.414936366,-0.909964905,-0.748887773,-0.829067097,-0.886990398,-0.601883587,-0.839960692,0.086796532,0.211326065,-0.222371309,0.10264655,-0.129147604,-0.097162713,-0.339798854,-0.254204279,-0.323160301,-0.145204633,-0.404899319,0.250850136,-0.269054156,-0.09072994,0.006869593,0.079592957,0.381918929,-0.111728919,0.358774823,-0.291326495,-0.335157348,-0.602333811,-0.683254031
MBURv2_230012,-0.159103164,0.333702014,1.35486273,0.479760814,0.71290877,1.234806172,0.096875204,-0.605720525,-0.576320101,-0.285380651,-0.594628821,0.455325785,-0.135379289,0.245520558,0.199349398,0.517287335,0.371402513,-0.605720525,-0.082849344,1.032254359,-0.605720525,0.155431286,-0.064672782,0.312644416,0.49675899,0.487964404,0.120442442,0.696143086,-0.219583023,1.01120744,0.903687366,0.417896819,1.35839918,0.974620115,1.36223055,0.920582,0.921742528,0.745777947,0.155237378,0.014187987
MBURv2_240001,-0.358096208,-0.807258908,-1.374166604,-1.344542509,-1.216238512,-0.938353573,-1.658795563,-2.063828464,-1.940473298,-1.714275281,-2.139588972,-1.382673609,-1.471544621,-1.05909004,-1.743804741,-1.480572696,-1.80621688,-1.410365215,-2.104005995,-1.799868468,-2.231222182,-2.802222423,-3.116761293,-2.077968701,-2.598398243,-3.066624448,-1.974714791,-1.55101724,-1.899702757,-1.891304716,-1.676896694,-2.092297913,-1.265137026,-1.313182196,-1.1277863,-1.437609639,-1.722753296,-1.376860022,-2.149373221,-1.676578991
MBURv2_240002,-0.523600692,-0.719514663,-0.631123175,-1.049712105,-1.056313883,-0.615676609,-1.031685683,-1.543596989,-1.670365751,-1.404477448,-1.65059611,-0.547636967,-0.947929373,-0.951347426,-1.094181608,-0.576302943,-1.273202934,-0.743094216,-1.8446279,-1.304922563,-1.3026231,-1.219713486,-2.124315728,-1.36672645,-1.427724373,-1.124219565,-1.576630425,-0.659892863,-1.086580892,-1.12398654,-1.600740423,-2.864138549,-0.537745034,-0.847983634,-0.561757297,-0.946415868,-0.892144004,-0.924327872,-1.453608306,-1.155637877
MBURv2_240003,-0.471632561,-0.972401113,-1.487036842,-1.129574315,-1.219563121,-1.080437609,-1.258340592,-1.505767421,-1.471556232,-1.501514082,-1.519053047,-1.282329929,-1.272708742,-1.087343638,-1.433269094,-1.351142097,-1.297270694,-1.878144177,-0.92318417,-1.406743039,-1.524145379,-1.724138703,-1.567173123,-1.283677947,-1.263375768,-2.336464031,-1.999441877,-2.405819325,-1.58457984,-0.888125805,-1.394195255,-1.362137497,-0.987488814,-0.653411108,-1.093619697,-1.614339818,-1.305750765,-1.245601298,-1.544743686,-1.813780806
MBURv2_240004,-0.858281234,-1.045803934,-1.206811816,-1.260171255,-1.360115112,-1.402823057,-1.417731088,-1.850595918,-1.819789638,-1.998345672,-2.123881889,-1.322954831,-1.610184573,-1.556547937,-1.606743875,-1.737790769,-1.566224324,-1.590704458,-1.905833615,-1.443887372,-1.735707345,-1.629660686,-1.672535685,-1.742677464,-1.862569076,-1.915757782,-1.256807533,-1.762720654,-2.333798592,-1.865968932,-1.973489005,-3.899116448,-1.433888294,-1.747278031,-1.3860323,-1.386278647,-1.668911085,-1.665905525,-2.091615959,-1.861060936
MBURv2_240005,-0.051330851,-0.213852797,-1.201120704,-1.467284846,-1.503659142,-1.213753678,-1.252044092,-1.721340473,-1.67727296,-1.499966126,-1.977827599,-1.328926636,-1.332908751,-1.2064663,-1.34310088,-1.218220255,-1.339090869,-2.549263321,-1.751051005,-1.75554475,-1.955082789,-1.771195528,-1.87551669,-2.091335925,-1.995829362,-2.505082835,-2.113612897,-1.952949752,-1.716672768,-1.445240321,-2.230832299,-3.231196019,-1.049192414,-0.767582128,-1.399520088,-1.991545244,-1.735387629,-1.529697319,-1.930719322,-2.241241002
MBURv2_240006,0.076183062,-0.552641204,-1.341509545,-1.188677374,-1.044486591,-1.041483564,-1.058403021,-1.097339959,-1.131838824,-0.931520172,-1.27337662,-0.955679424,-1.233875744,-1.060199095,-1.02523457,-0.92085152,-1.026654224,-1.732065917,-1.239840152,-1.513051941,-1.540256472,-1.660522604,-1.471848163,-1.255337323,-1.450984772,-1.488576623,-1.82034856,-1.512128227,-1.690888742,-1.267453201,-1.851411319,-1.731480805,0.220517195,0.258201898,-0.15553448,-1.048223378,-1.055574351,-1.131520131,-1.017727066,-1.187028568
MBURv2_240007,0.401550505,-0.153624346,-0.6348091,-0.967226617,-0.882942047,-0.637428604,-0.999943291,-0.757167126,-0.658341594,-0.636609099,-0.731048019,-0.839865554,-1.027947638,-0.89089864,-0.934989489,-0.616084987,-0.922698091,-2.026536016,-1.125727774,-1.07816963,-1.876305675,-1.533528935,-1.936733393,-1.14327614,-1.398652108,-1.357864666,-1.475408375,-1.762204207,-2.400396341,-1.262715282,-1.455124253,-1.370599076,0.213209772,-0.335828483,0.01751205,-0.172768476,-0.832806035,-0.689250075,-0.88188248,-0.855344479
MBURv2_240008,0.663835653,0.54520612,-0.310776417,0.050346013,-0.310742498,-0.216654735,-0.269241216,-0.37509439,-0.433347377,-0.205121079,-0.391737846,-0.481268749,-0.376387388,-0.292997084,-0.312185133,-0.282435815,-0.127586764,-0.434909785,-0.172853792,-0.048422287,-0.081661805,-0.000796393,-0.551787959,-0.625876923,-0.706774404,-0.486944615,-0.56495996,-0.298803686,-0.718572301,-0.311624883,-0.817694333,0.044438423,0.370831938,0.849089233,0.222729328,0.049623945,-0.120201724,0.045278533,-0.438989696,-0.276808248
MBURv2_240009,0.300018364,0.562111372,-0.524161072,-0.384070873,-0.514483466,-0.612060285,-0.506369453,-0.851857566,-0.910243912,-0.435013083,-0.525074991,-0.890761033,-0.633295691,-0.728988014,-0.561029907,-0.71705195,-0.492024434,-0.385361209,0.083301084,-0.235083849,-0.048172261,-0.064660797,-0.506308818,-0.66591506,-0.57603043,-0.454593704,-0.399500267,-0.459274672,-0.30385194,-0.431873097,-0.397560476,-0.241874269,0.09462789,0.284217408,-0.098931437,0.223974144,-0.708429676,-0.752096513,-0.915317882,-1.069442992
MBURv2_240010,-0.206822809,-0.165669296,-0.743548575,-0.80956587,-0.805582274,-0.769887392,-0.77030113,-0.851716251,-0.777570009,-0.491655309,-0.628641047,-1.301002739,-1.210640794,-1.18839923,-0.987153236,-0.966197037,-0.945562624,-0.681416639,-0.182412341,-0.379757987,-0.430482923,-0.515101647,-0.484968954,-0.860919163,-0.892169742,-0.906626054,-0.747312707,-0.856834082,-0.446727642,-0.599023654,-0.642602907,-0.415816757,0.134681762,0.601956436,-0.083029235,0.341965011,-0.720959574,-0.800354989,-0.986988234,-1.214792705
MBURv2_240011,0.282406547,0.49767775,-0.533592973,-0.81569507,-0.673312578,-1.010896676,-0.527888305,-0.528900756,-1.152769482,-0.201520957,-0.38153532,-1.182731762,-0.883347377,-0.998861141,-0.647121654,-1.131184321,-1.00651553,-0.16814563,0.468284858,-0.125698,0.176161744,-0.02454738,0.016139264,-0.36846516,-0.813803785,-0.266923098,-0.975704634,-0.11388597,0.315036092,-0.391163648,-0.574632575,0.581872554,0.534564324,1.28402629,0.202429766,1.009789967,-0.608178609,-0.549677936,-0.525243436,-0.976413315
MBURv2_240012,0.114101641,0.268684917,-0.824617251,-0.654961491,-0.793666307,-0.705242607,-0.717152829,-0.852713351,-0.911763985,-0.602449516,-0.582235201,-1.088805297,-0.855882738,-1.164851324,-0.769092775,-0.959494947,-0.827560288,-0.516249674,-0.102714834,-0.423332499,-0.337669864,-0.579172276,-0.50881987,-0.938908646,-0.988161361,-0.889736944,-0.817856859,-0.759443772,-0.32899424,-0.893586058,-0.821937285,-0.469121976,0.058722513,0.693027923,-0.254996473,0.214135451,-0.824030342,-0.916295278,-1.175700037,-1.389136948
MBURv2_240013,0.008477808,-0.068160096,-0.577434939,-0.269517813,-0.35472306,-0.474294648,-0.387795493,-0.78158496,-0.723988554,-0.220858382,-0.360533901,-1.057849167,-0.787019708,-0.58969093,-0.485531493,-0.483020505,-0.353501312,-0.47473468,0.041122982,-0.186209461,-0.18369284,-0.085797426,-0.269766787,-0.447215044,-0.551466165,-0.430554194,-0.313841146,-0.118620779,-0.43147419,-0.480409324,-0.297536876,-0.388355547,0.299260364,0.643147332,0.022671798,0.611829294,-0.73165835,-0.606731035,-0.947931194,-1.060099465
MBURv2_240014,0.461140536,0.199384666,0.410352094,0.279326161,0.222762724,0.309796648,0.19807844,-0.562655669,-0.406190942,0.27798245,0.073355937,-0.223452276,-0.299748596,-0.135218237,0.148805367,0.336984323,0.240274853,-0.31415368,0.350611849,0.117798186,0.254499975,-0.071704274,-0.044501953,-0.177416582,-0.157066638,-0.459676997,-0.314880228,-0.427865163,-0.00351583,-0.149795017,-0.254640956,-0.609012742,0.901157109,0.663175079,0.745420429,0.419583157,0.053649273,0.091408114,-0.219322842,-0.454621903
MBURv2_240015,0.072776636,0.045263263,0.050427297,-0.022035135,-0.095296949,0.017299836,-0.083387275,-0.345307147,-0.279502981,-0.022204552,-0.203588999,-0.403360196,-0.472822491,-0.28111586,-0.193692451,-0.079751395,-0.19724841,-0.547551221,-0.06027043,-0.095712039,-0.174395933,-0.222880459,-0.229284383,-0.31893191,-0.376642262,-0.440818797,-0.560800308,-0.265268416,-0.472225823,-0.350688806,-0.207512809,-0.511300059,0.83968152,0.791010089,0.643832508,0.637242403,-0.096302145,-0.159320232,-0.370654807,-0.568922489
MBURv2_240016,-0.116555576,-0.060632286,-1.912740609,-1.891701171,-1.907124142,-1.764319979,-1.957908084,-1.791031245,-1.776710313,-1.579489255,-1.635537465,-2.387403946,-2.183557787,-2.291789723,-2.086804338,-2.137171277,-2.048276324,-2.033472731,-1.466585961,-1.585406448,-1.564823081,-1.63052027,-1.800039958,-1.923165072,-2.119967732,-2.039478002,-2.061155363,-1.94411915,-1.872556311,-1.92944973,-2.010497592,-1.840936311,-0.845719924,-0.36282285,-0.891071473,-0.633707013,-1.846814375,-1.916135947,-2.120631755,-2.292579619
MBURv2_240017,0.665534798,0.933063894,0.416176691,0.788737295,0.445763282,0.36030776,0.568252428,0.966775893,0.907147887,0.941361171,1.00126504,-0.848953949,-0.526412832,-0.311021459,0.230394339,-0.232889749,0.263573633,0.722319418,1.108476879,0.750260736,0.980292766,0.737719653,0.963983677,0.529087571,0.325424419,0.43351662,0.409949059,0.806679562,0.627919047,0.493359135,0.919817633,1.099720859,1.878518725,1.96456645,1.63470397,2.084557735,0.673592359,0.542580572,0.650328129,0.402758732
MBURv2_240018,0.414856843,0.677656416,0.457701082,0.19811073,0.047711473,0.276385276,0.054225834,0.34995499,0.286278069,0.317342693,0.418304336,-0.394296083,-0.550943838,-0.626673059,-0.180435004,0.127172706,-0.176032587,-0.141178582,0.709501154,0.074180223,0.516011747,-0.264546954,0.344186142,-0.268213687,-0.306843797,-0.078619567,-0.19362912,0.092564907,-0.086195608,0.114847511,0.208961299,0.466395337,1.640488325,1.586054827,1.43090695,1.524599241,0.686067873,0.595609078,0.420547285,0.263984895
MBURv2_240019,0.650793953,0.655630109,0.12771286,0.117190735,-0.203543439,0.152344012,-0.195906545,0.35055048,0.298599648,0.380881952,0.610485609,-0.351052032,-0.40088195,-0.871762964,-0.303999337,-0.067675165,-0.537994938,0.223818234,0.597330224,0.488768495,0.516011747,0.685946003,0.34671694,0.220721926,-0.110923587,0.487964404,0.084373187,0.27037918,0.195454476,0.557489472,0.385839061,0.802560669,1.366923252,1.974620115,1.042558429,1.823905981,0.376308391,0.323665922,0.311134388,0.037570915
MBURv2_240020,0.312846495,0.154131293,0.423155117,0.177833362,0.096559352,0.314981551,0.063587503,0.333179784,0.103127279,0.56302617,0.51430555,0.108781731,-0.079186379,-0.345619287,-0.131389462,0.125956371,-0.029948929,0.333601001,0.489652421,0.471747131,0.501797888,0.249866088,0.18771438,0.102986405,0.129255318,-0.075936481,0.213257148,0.205615387,0.230388266,0.450290413,0.453194329,0.313427552,0.945873993,1.000031131,0.879072957,1.053363114,0.285673986,0.406634558,0.250459677,0.082237884
MBURv2_240021,-0.1654548,-0.100724067,-0.454323631,-0.195380875,-0.281011576,-0.432097942,-0.348237486,-0.642316197,-0.564908871,-0.168157993,-0.275091041,-0.471599796,-0.243091933,-0.293321206,-0.483729519,-0.652483298,-0.40164634,-0.505013629,-0.035749012,-0.089152009,-0.090750132,-0.267890785,-0.253155989,-0.432014856,-0.513975673,-0.706508205,-0.669912244,-0.388090339,-0.355972421,-0.612195036,-0.564145401,-0.094430258,0.687826418,0.776485484,0.409765461,0.679409986,-0.243874104,-0.203736111,-0.304071317,-0.540974044
MBURv2_240022,0.260602176,-0.376791368,-0.525555654,-0.847403929,-0.589601871,-0.521980863,-0.516833116,-0.714354043,-0.497847987,-0.546743336,-0.910843265,0.1421679,-0.268327642,-0.306356314,-0.983803516,-0.557694605,-0.948300916,-2.240714256,-0.979494042,-1.277701094,-1.05300921,-0.859068284,-0.884100536,-1.065273628,-1.268875947,-1.418926192,-1.327016535,-1.570743645,-1.136527283,-0.87437265,-1.68816152,-1.614524659,0.373283417,0.227600856,0.044248098,-0.789911383,-0.462980694,-0.437135157,-0.524395041,-1.174958994
MBURv2_240023,-1.062241625,-0.252670057,-0.527811628,-0.68955176,-0.709478185,-0.249908974,-1.151512426,-1.674825678,-1.413020576,-0.906567492,-1.187664622,0.09636421,-0.586310458,-0.634136469,-0.718586064,-0.518808463,-0.799932058,-0.971253581,-0.347783283,-1.742779276,-1.210969758,-1.247633571,-1.005779093,-0.853528451,-1.136918795,-2.512035596,-0.782696019,-0.465913672,-3.345113905,-2.014787769,-1.859273437,-1.537709062,0.471655157,0.019014234,0.046954481,-1.204948882,-0.503348636,-0.113319953,-0.102931273,-0.885922781
MBURv2_240024,-0.025612703,-0.102529707,-0.215506429,-0.004224039,-0.303546997,-0.412911067,-0.232617394,-0.58415532,-0.502676519,-0.29292746,-0.436661195,0.151753949,0.351895963,0.109030464,-0.369898059,-0.453157054,-0.335488633,-0.82503284,-0.120738734,-0.269527162,-0.413598925,-0.252889297,-0.426212733,-0.604299845,-0.704672006,-0.483466444,-0.7581737,-0.600756214,-0.901507254,-0.872047597,-1.022002937,-0.066088034,0.957780457,0.929746896,0.55944032,0.674756884,-0.209570707,-0.087082295,-0.213500996,-0.621074804
MBURv2_240025,0.503861849,0.049909048,0.061279261,0.167044115,-0.032037979,-0.30084001,0.023538592,-0.175217617,-0.156245161,0.270923086,0.290507222,0.301646114,0.397572414,0.62852423,-0.201581155,-0.315452905,-0.114024314,-0.413611686,-0.055982738,-0.004271517,-0.237705211,0.054054266,-0.342774636,-0.1463102,-0.415778168,-0.475041389,-0.271874981,-0.283392811,-0.08833849,-0.263652402,-0.541097477,0.417896819,1.45279613,1.222547628,1.065124401,0.885816582,0.336780027,0.367849506,0.236461173,-0.060450813
MBURv2_240026,-0.115657874,0.153805429,-0.280776658,-0.114113775,-0.397502207,-0.53882739,-0.346842951,-0.97681945,-1.17150552,-0.349510988,-0.176013415,-0.430046108,-0.323310336,-0.127303496,-0.775398428,-0.588330392,-0.636682497,-0.394853094,-0.272224675,-0.330254745,-0.340547173,-0.297372992,-0.515239342,-0.353023768,-0.254864268,-0.495062517,-0.49108449,-0.636495489,-0.270259911,-0.67150611,-0.329415535,0.244633326,0.958796565,0.975686803,0.666569749,0.359955967,-0.288159972,-0.183809715,-0.220876746,-0.360086643
MBURv2_240027,-0.985073764,0.378096134,-0.545108452,0.238752715,0.09734224,-0.7463348,-0.181413911,-1.732969721,-1.878082231,-0.783164166,-1.357589624,-0.821306224,-0.047079763,-0.239156622,-0.829114066,-0.810135516,-0.258170874,0.328306701,-0.137156729,-0.121290899,-0.125534282,0.192407934,-0.13090648,0.030994332,0.255750891,0.459950028,0.409949059,0.177601011,0.276374472,0.248246637,0.06477771,0.700450675,0.473534891,1.288200867,0.079999788,0.952592395,-0.750422736,-0.638188106,-0.771662131,-0.790720997
MBURv2_240028,-0.284634046,-0.352717233,-1.979967392,-1.836348741,-1.689254121,-1.591164428,-1.592261181,-0.971236222,-0.716223437,-0.527696132,-0.812212575,-1.010520397,-0.906902105,-0.507973381,-1.584310397,-1.804210682,-1.747976142,-2.113697846,-0.536527632,-0.793716241,-0.602808913,-0.975659121,-1.28398581,-1.343401183,-1.380844378,-2.042550313,-1.72570604,-1.928193653,-1.460591123,-1.814763161,-2.001717702,0.083779315,1.464111637,1.562277444,0.816965382,1.071891324,-0.491446547,-0.263148675,-0.443475046,-0.956730949
MBURv2_240029,-0.303999371,-0.172650652,-1.473418031,-1.607639303,-1.443636769,-0.942045179,-1.409477462,-0.663949089,-0.625947894,-0.027582893,-0.13354935,-0.816121848,-0.855671811,-0.646918233,-1.542816205,-1.196161565,-1.510459288,-0.967411515,0.480283091,0.192658285,0.241389367,-0.141468014,-0.214540131,-0.672471347,-1.020908989,-1.390357039,-1.555835226,-1.547175174,-1.062970676,-0.876235394,-0.886458266,0.888824076,2.045292589,2.097624069,1.727110704,2.086654676,0.35084961,0.485919416,0.393627657,0.046081323
MBURv2_240030,-0.513708435,-0.443418644,-1.621394851,-1.453451107,-1.495088185,-1.483170533,-1.530933406,-0.275872233,-0.259230368,0.304454924,0.310962517,-1.027416241,-0.990273622,-0.599611936,-1.353696752,-1.405234326,-1.322145701,-1.025911166,0.760130988,0.660822903,0.667742094,0.070769638,-0.089891357,-0.694545025,-1.203712688,-1.84491399,-1.779193858,-1.643621694,-1.610878104,-1.525858781,-1.436077414,1.762419277,2.812986419,3.100743902,2.64099005,2.911576882,0.989163502,1.279179273,1.402656602,0.941267754
MBURv2_240031,0.156747971,0.444115443,-1.473048821,-0.929877893,-1.188224555,-1.449213079,-1.024689026,0.105842677,0.193696512,0.646093037,0.778423434,-0.779723985,-0.247238146,0.053967425,-0.988167905,-1.437556576,-0.923551825,-0.168013129,1.330986377,1.200774106,1.16272775,0.813614955,0.281266515,-0.293994577,-0.848032512,-1.530208342,-1.295264056,-1.403535918,-1.295803055,-0.919673229,-1.091733554,2.611482151,3.349166415,3.770950856,3.06985888,3.5678853,1.419324397,1.596735337,1.75476832,1.424396578
MBURv2_240032,-0.049618513,-0.208931786,-1.499173509,-1.454202231,-1.352430235,-1.557823522,-1.370560555,-1.666759849,-1.545730144,-1.844463323,-2.029756996,-1.639277814,-1.367471251,-1.355597334,-1.549689854,-1.761703334,-1.671895554,-1.971941725,-1.278834732,-1.779544875,-1.506872143,-1.76819655,-1.806462295,-2.078813288,-2.0920786,-1.905901806,-2.061919663,-1.943076694,-1.771894738,-1.867001272,-1.743637463,-1.401895206,-0.791358259,-0.757709069,-1.076793878,-0.566634686,-1.489035786,-1.46604798,-1.810313338,-1.853538515
MBURv2_240033,1.11129463,0.830608339,-0.55044683,-0.75548144,-0.893980318,-0.631692234,-0.863387039,-0.456249525,-0.683958068,-0.968081882,-1.168111825,-0.561439098,-0.164883283,-0.421511824,-1.226576417,-0.610010473,-1.177627447,-0.716680754,-0.693007997,-1.220188635,-0.762289415,-1.70706519,-1.225137454,-1.530299263,-1.043809391,-1.175000609,-1.030623532,-0.414280904,-1.593041419,-0.884203659,-0.991723733,-1.048670981,-0.000703923,0.508052315,0.053344156,-0.1309483,-0.603718961,-0.793358479,-1.08782438,-1.054415827
MBURv2_240034,-0.25661967,0.387494832,-0.842189449,-0.394157508,-0.609709445,-1.02644272,-0.719601108,-1.145193398,-1.170058146,-0.945120733,-1.180349239,-1.049130753,-0.559633768,-0.752760242,-0.911439465,-1.239328093,-0.811843867,-0.434225557,-0.295843067,-0.61392421,-0.713470099,-0.611306207,-0.681815688,-0.65523681,-0.639419136,-0.741517442,-0.738914327,-0.772689542,-0.236179534,-0.59975027,-0.624808183,-0.840900594,-0.152675896,0.376336236,-0.524776861,0.272372896,-1.008317232,-1.374957268,-1.466309811,-1.518084252
